"PathwayID","gene_expl","gene"
"Pathway 137","dummy_gene_14730","dummy_gene_13683"
"Pathway 137","dummy_gene_14730","dummy_gene_716"
"Pathway 137","dummy_gene_14730","dummy_gene_16528"
"Pathway 137","dummy_gene_14730","dummy_gene_14891"
"Pathway 137","dummy_gene_14730","dummy_gene_5572"
"Pathway 137","dummy_gene_14730","dummy_gene_19189"
"Pathway 137","dummy_gene_14730","dummy_gene_2185"
"Pathway 137","dummy_gene_14730","dummy_gene_5925"
"Pathway 137","dummy_gene_14730","dummy_gene_15487"
"Pathway 137","dummy_gene_14730","dummy_gene_14998"
"Pathway 137","dummy_gene_14730","dummy_gene_8842"
"Pathway 137","dummy_gene_14730","dummy_gene_9718"
"Pathway 137","dummy_gene_14730","dummy_gene_5245"
"Pathway 137","dummy_gene_14730","dummy_gene_4032"
"Pathway 137","dummy_gene_14730","dummy_gene_2426"
"Pathway 137","dummy_gene_14730","dummy_gene_14904"
"Pathway 137","dummy_gene_14730","dummy_gene_5966"
"Pathway 137","dummy_gene_14730","dummy_gene_19438"
"Pathway 137","dummy_gene_14730","dummy_gene_18412"
"Pathway 137","dummy_gene_14730","dummy_gene_19978"
"Pathway 137","dummy_gene_14730","dummy_gene_14127"
"Pathway 137","dummy_gene_14730","dummy_gene_4018"
"Pathway 137","dummy_gene_14730","dummy_gene_10871"
"Pathway 137","dummy_gene_14730","dummy_gene_1159"
"Pathway 137","dummy_gene_14730","dummy_gene_15953"
"Pathway 137","dummy_gene_14730","dummy_gene_12355"
"Pathway 137","dummy_gene_14730","dummy_gene_557"
"Pathway 137","dummy_gene_14730","dummy_gene_10642"
"Pathway 137","dummy_gene_14730","dummy_gene_15417"
"Pathway 137","dummy_gene_14730","dummy_gene_456"
"Pathway 137","dummy_gene_14730","dummy_gene_1271"
"Pathway 137","dummy_gene_14730","dummy_gene_4149"
"Pathway 137","dummy_gene_14730","dummy_gene_5121"
"Pathway 137","dummy_gene_14730","dummy_gene_6459"
"Pathway 137","dummy_gene_14730","dummy_gene_16155"
"Pathway 137","dummy_gene_14730","dummy_gene_2122"
"Pathway 137","dummy_gene_14730","dummy_gene_4634"
"Pathway 137","dummy_gene_14730","dummy_gene_16249"
"Pathway 137","dummy_gene_14730","dummy_gene_15358"
"Pathway 137","dummy_gene_14730","dummy_gene_86"
"Pathway 137","dummy_gene_14730","dummy_gene_2498"
"Pathway 137","dummy_gene_14730","dummy_gene_2449"
"Pathway 137","dummy_gene_14730","dummy_gene_12006"
"Pathway 137","dummy_gene_14730","dummy_gene_2973"
"Pathway 137","dummy_gene_14730","dummy_gene_10849"
"Pathway 137","dummy_gene_14730","dummy_gene_13401"
"Pathway 137","dummy_gene_14730","dummy_gene_4005"
"Pathway 137","dummy_gene_14730","dummy_gene_7975"
"Pathway 137","dummy_gene_14730","dummy_gene_2480"
"Pathway 137","dummy_gene_14730","dummy_gene_8307"
"Pathway 137","dummy_gene_14730","dummy_gene_5144"
"Pathway 137","dummy_gene_14730","dummy_gene_14185"
"Pathway 137","dummy_gene_14730","dummy_gene_309"
"Pathway 137","dummy_gene_14730","dummy_gene_16501"
"Pathway 137","dummy_gene_14730","dummy_gene_18976"
"Pathway 137","dummy_gene_14730","dummy_gene_4987"
"Pathway 137","dummy_gene_14730","dummy_gene_14083"
"Pathway 137","dummy_gene_14730","dummy_gene_7821"
"Pathway 137","dummy_gene_14730","dummy_gene_14"
"Pathway 137","dummy_gene_14730","dummy_gene_13930"
"Pathway 137","dummy_gene_14730","dummy_gene_9568"
"Pathway 137","dummy_gene_14730","dummy_gene_1183"
"Pathway 137","dummy_gene_14730","dummy_gene_3345"
"Pathway 137","dummy_gene_14730","dummy_gene_14847"
"Pathway 137","dummy_gene_14730","dummy_gene_16835"
"Pathway 137","dummy_gene_14730","dummy_gene_15756"
"Pathway 137","dummy_gene_14730","dummy_gene_12649"
"Pathway 137","dummy_gene_7734","dummy_gene_15329"
"Pathway 137","dummy_gene_7734","dummy_gene_8433"
"Pathway 137","dummy_gene_7734","dummy_gene_18511"
"Pathway 137","dummy_gene_7734","dummy_gene_2878"
"Pathway 137","dummy_gene_7734","dummy_gene_16038"
"Pathway 137","dummy_gene_7734","dummy_gene_9443"
"Pathway 137","dummy_gene_7734","dummy_gene_4089"
"Pathway 137","dummy_gene_7734","dummy_gene_4435"
"Pathway 137","dummy_gene_7734","dummy_gene_18131"
"Pathway 137","dummy_gene_7734","dummy_gene_2056"
"Pathway 137","dummy_gene_7734","dummy_gene_1669"
"Pathway 137","dummy_gene_7734","dummy_gene_1180"
"Pathway 137","dummy_gene_7734","dummy_gene_10889"
"Pathway 137","dummy_gene_7734","dummy_gene_13683"
"Pathway 137","dummy_gene_7734","dummy_gene_716"
"Pathway 137","dummy_gene_7734","dummy_gene_16528"
"Pathway 137","dummy_gene_7734","dummy_gene_14891"
"Pathway 137","dummy_gene_7734","dummy_gene_5572"
"Pathway 137","dummy_gene_7734","dummy_gene_19189"
"Pathway 137","dummy_gene_7734","dummy_gene_2185"
"Pathway 137","dummy_gene_7734","dummy_gene_5925"
"Pathway 137","dummy_gene_7734","dummy_gene_15487"
"Pathway 137","dummy_gene_7734","dummy_gene_14998"
"Pathway 137","dummy_gene_7734","dummy_gene_8842"
"Pathway 137","dummy_gene_7734","dummy_gene_9718"
"Pathway 137","dummy_gene_7734","dummy_gene_5245"
"Pathway 137","dummy_gene_7734","dummy_gene_4032"
"Pathway 137","dummy_gene_7734","dummy_gene_2426"
"Pathway 137","dummy_gene_7734","dummy_gene_14904"
"Pathway 137","dummy_gene_7734","dummy_gene_5966"
"Pathway 137","dummy_gene_7734","dummy_gene_19438"
"Pathway 137","dummy_gene_7734","dummy_gene_18412"
"Pathway 137","dummy_gene_7734","dummy_gene_19978"
"Pathway 137","dummy_gene_7734","dummy_gene_14127"
"Pathway 137","dummy_gene_7734","dummy_gene_4018"
"Pathway 137","dummy_gene_7734","dummy_gene_10871"
"Pathway 137","dummy_gene_7734","dummy_gene_1159"
"Pathway 137","dummy_gene_7734","dummy_gene_15953"
"Pathway 137","dummy_gene_7734","dummy_gene_12355"
"Pathway 137","dummy_gene_7734","dummy_gene_557"
"Pathway 137","dummy_gene_7734","dummy_gene_10642"
"Pathway 137","dummy_gene_7734","dummy_gene_15417"
"Pathway 137","dummy_gene_7734","dummy_gene_456"
"Pathway 137","dummy_gene_7734","dummy_gene_1271"
"Pathway 137","dummy_gene_7734","dummy_gene_4149"
"Pathway 137","dummy_gene_7734","dummy_gene_5121"
"Pathway 137","dummy_gene_7734","dummy_gene_6459"
"Pathway 137","dummy_gene_7734","dummy_gene_16155"
"Pathway 137","dummy_gene_7734","dummy_gene_2122"
"Pathway 137","dummy_gene_7734","dummy_gene_4634"
"Pathway 137","dummy_gene_7734","dummy_gene_16249"
"Pathway 137","dummy_gene_7734","dummy_gene_15358"
"Pathway 137","dummy_gene_7734","dummy_gene_86"
"Pathway 137","dummy_gene_7734","dummy_gene_2498"
"Pathway 137","dummy_gene_7734","dummy_gene_2449"
"Pathway 137","dummy_gene_7734","dummy_gene_12006"
"Pathway 137","dummy_gene_7734","dummy_gene_2973"
"Pathway 137","dummy_gene_7734","dummy_gene_10849"
"Pathway 137","dummy_gene_7734","dummy_gene_13401"
"Pathway 137","dummy_gene_7734","dummy_gene_4005"
"Pathway 137","dummy_gene_7734","dummy_gene_7975"
"Pathway 137","dummy_gene_7734","dummy_gene_2480"
"Pathway 137","dummy_gene_7734","dummy_gene_8307"
"Pathway 137","dummy_gene_7734","dummy_gene_5144"
"Pathway 137","dummy_gene_7734","dummy_gene_14185"
"Pathway 137","dummy_gene_7734","dummy_gene_309"
"Pathway 137","dummy_gene_7734","dummy_gene_16501"
"Pathway 137","dummy_gene_7734","dummy_gene_18976"
"Pathway 137","dummy_gene_7734","dummy_gene_4987"
"Pathway 137","dummy_gene_7734","dummy_gene_14083"
"Pathway 137","dummy_gene_7734","dummy_gene_7821"
"Pathway 137","dummy_gene_7734","dummy_gene_14"
"Pathway 137","dummy_gene_7734","dummy_gene_13930"
"Pathway 137","dummy_gene_7734","dummy_gene_9568"
"Pathway 137","dummy_gene_7734","dummy_gene_1183"
"Pathway 137","dummy_gene_7734","dummy_gene_3345"
"Pathway 137","dummy_gene_7734","dummy_gene_14847"
"Pathway 137","dummy_gene_7734","dummy_gene_16835"
"Pathway 137","dummy_gene_7734","dummy_gene_15756"
"Pathway 137","dummy_gene_7734","dummy_gene_12649"
"Pathway 138","dummy_gene_1645","dummy_gene_16"
"Pathway 138","dummy_gene_1645","dummy_gene_18459"
"Pathway 138","dummy_gene_1645","dummy_gene_14885"
"Pathway 138","dummy_gene_1645","dummy_gene_2264"
"Pathway 138","dummy_gene_1645","dummy_gene_6813"
"Pathway 138","dummy_gene_1645","dummy_gene_10308"
"Pathway 138","dummy_gene_1645","dummy_gene_12788"
"Pathway 138","dummy_gene_1645","dummy_gene_2689"
"Pathway 138","dummy_gene_1645","dummy_gene_4765"
"Pathway 138","dummy_gene_1645","dummy_gene_7993"
"Pathway 138","dummy_gene_1645","dummy_gene_10178"
"Pathway 138","dummy_gene_1645","dummy_gene_6826"
"Pathway 138","dummy_gene_1645","dummy_gene_13902"
"Pathway 138","dummy_gene_1645","dummy_gene_18829"
"Pathway 138","dummy_gene_1645","dummy_gene_5157"
"Pathway 138","dummy_gene_1645","dummy_gene_1025"
"Pathway 138","dummy_gene_1645","dummy_gene_11835"
"Pathway 138","dummy_gene_1645","dummy_gene_19554"
"Pathway 138","dummy_gene_1645","dummy_gene_30"
"Pathway 138","dummy_gene_1645","dummy_gene_12797"
"Pathway 138","dummy_gene_1645","dummy_gene_2323"
"Pathway 138","dummy_gene_1645","dummy_gene_9083"
"Pathway 138","dummy_gene_1645","dummy_gene_12786"
"Pathway 138","dummy_gene_1645","dummy_gene_6218"
"Pathway 138","dummy_gene_1645","dummy_gene_4268"
"Pathway 138","dummy_gene_1645","dummy_gene_11939"
"Pathway 139","dummy_gene_7734","dummy_gene_4932"
"Pathway 139","dummy_gene_7734","dummy_gene_4358"
"Pathway 139","dummy_gene_7734","dummy_gene_5738"
"Pathway 139","dummy_gene_7734","dummy_gene_12389"
"Pathway 139","dummy_gene_7734","dummy_gene_10422"
"Pathway 139","dummy_gene_7734","dummy_gene_2986"
"Pathway 139","dummy_gene_7734","dummy_gene_18413"
"Pathway 139","dummy_gene_7734","dummy_gene_14487"
"Pathway 139","dummy_gene_7734","dummy_gene_19549"
"Pathway 139","dummy_gene_7734","dummy_gene_14811"
"Pathway 139","dummy_gene_7734","dummy_gene_19287"
"Pathway 139","dummy_gene_7734","dummy_gene_12209"
"Pathway 139","dummy_gene_7734","dummy_gene_17291"
"Pathway 139","dummy_gene_7734","dummy_gene_16714"
"Pathway 139","dummy_gene_7734","dummy_gene_9895"
"Pathway 139","dummy_gene_7734","dummy_gene_10454"
"Pathway 139","dummy_gene_7734","dummy_gene_710"
"Pathway 139","dummy_gene_7734","dummy_gene_8964"
"Pathway 139","dummy_gene_7734","dummy_gene_12730"
"Pathway 139","dummy_gene_7734","dummy_gene_18883"
"Pathway 139","dummy_gene_7734","dummy_gene_3178"
"Pathway 139","dummy_gene_7734","dummy_gene_3391"
"Pathway 139","dummy_gene_7734","dummy_gene_3614"
"Pathway 139","dummy_gene_7734","dummy_gene_6598"
"Pathway 139","dummy_gene_7734","dummy_gene_8061"
"Pathway 139","dummy_gene_7734","dummy_gene_19095"
"Pathway 139","dummy_gene_7734","dummy_gene_3860"
"Pathway 139","dummy_gene_7734","dummy_gene_4186"
"Pathway 139","dummy_gene_7734","dummy_gene_15985"
"Pathway 139","dummy_gene_7734","dummy_gene_5726"
"Pathway 139","dummy_gene_7734","dummy_gene_19659"
"Pathway 139","dummy_gene_7734","dummy_gene_8409"
"Pathway 139","dummy_gene_7734","dummy_gene_13798"
"Pathway 139","dummy_gene_7734","dummy_gene_8210"
"Pathway 139","dummy_gene_7734","dummy_gene_7613"
"Pathway 139","dummy_gene_7734","dummy_gene_12816"
"Pathway 139","dummy_gene_7734","dummy_gene_19475"
"Pathway 139","dummy_gene_7734","dummy_gene_12877"
"Pathway 139","dummy_gene_7734","dummy_gene_778"
"Pathway 139","dummy_gene_7734","dummy_gene_17992"
"Pathway 139","dummy_gene_7734","dummy_gene_16995"
"Pathway 139","dummy_gene_7734","dummy_gene_5435"
"Pathway 139","dummy_gene_7734","dummy_gene_10707"
"Pathway 139","dummy_gene_7734","dummy_gene_14030"
"Pathway 139","dummy_gene_7734","dummy_gene_12676"
"Pathway 139","dummy_gene_7734","dummy_gene_10214"
"Pathway 139","dummy_gene_7734","dummy_gene_14995"
"Pathway 139","dummy_gene_7734","dummy_gene_19701"
"Pathway 139","dummy_gene_7734","dummy_gene_17948"
"Pathway 139","dummy_gene_7734","dummy_gene_15357"
"Pathway 139","dummy_gene_7734","dummy_gene_14254"
"Pathway 139","dummy_gene_7734","dummy_gene_19098"
"Pathway 139","dummy_gene_7734","dummy_gene_16946"
"Pathway 139","dummy_gene_7734","dummy_gene_17482"
"Pathway 139","dummy_gene_7734","dummy_gene_9586"
"Pathway 139","dummy_gene_10952","dummy_gene_4932"
"Pathway 139","dummy_gene_10952","dummy_gene_4358"
"Pathway 139","dummy_gene_10952","dummy_gene_5738"
"Pathway 139","dummy_gene_10952","dummy_gene_12389"
"Pathway 139","dummy_gene_10952","dummy_gene_10422"
"Pathway 139","dummy_gene_10952","dummy_gene_2986"
"Pathway 139","dummy_gene_10952","dummy_gene_18413"
"Pathway 139","dummy_gene_10952","dummy_gene_14487"
"Pathway 139","dummy_gene_10952","dummy_gene_19549"
"Pathway 139","dummy_gene_10952","dummy_gene_14811"
"Pathway 139","dummy_gene_10952","dummy_gene_19287"
"Pathway 139","dummy_gene_10952","dummy_gene_12209"
"Pathway 139","dummy_gene_10952","dummy_gene_17291"
"Pathway 139","dummy_gene_10952","dummy_gene_16714"
"Pathway 139","dummy_gene_10952","dummy_gene_9895"
"Pathway 139","dummy_gene_10952","dummy_gene_10454"
"Pathway 139","dummy_gene_10952","dummy_gene_710"
"Pathway 139","dummy_gene_10952","dummy_gene_8964"
"Pathway 139","dummy_gene_10952","dummy_gene_12730"
"Pathway 139","dummy_gene_10952","dummy_gene_18883"
"Pathway 139","dummy_gene_10952","dummy_gene_3178"
"Pathway 139","dummy_gene_10952","dummy_gene_3391"
"Pathway 139","dummy_gene_10952","dummy_gene_3614"
"Pathway 139","dummy_gene_10952","dummy_gene_6598"
"Pathway 139","dummy_gene_10952","dummy_gene_8061"
"Pathway 139","dummy_gene_10952","dummy_gene_19095"
"Pathway 139","dummy_gene_10952","dummy_gene_3860"
"Pathway 139","dummy_gene_10952","dummy_gene_4186"
"Pathway 139","dummy_gene_10952","dummy_gene_15985"
"Pathway 139","dummy_gene_10952","dummy_gene_5726"
"Pathway 139","dummy_gene_10952","dummy_gene_19659"
"Pathway 139","dummy_gene_10952","dummy_gene_8409"
"Pathway 139","dummy_gene_10952","dummy_gene_13798"
"Pathway 139","dummy_gene_10952","dummy_gene_8210"
"Pathway 139","dummy_gene_10952","dummy_gene_7613"
"Pathway 139","dummy_gene_10952","dummy_gene_12816"
"Pathway 139","dummy_gene_10952","dummy_gene_19475"
"Pathway 139","dummy_gene_10952","dummy_gene_12877"
"Pathway 139","dummy_gene_10952","dummy_gene_778"
"Pathway 139","dummy_gene_10952","dummy_gene_17992"
"Pathway 139","dummy_gene_10952","dummy_gene_16995"
"Pathway 139","dummy_gene_10952","dummy_gene_5435"
"Pathway 139","dummy_gene_10952","dummy_gene_10707"
"Pathway 139","dummy_gene_10952","dummy_gene_14030"
"Pathway 139","dummy_gene_10952","dummy_gene_12676"
"Pathway 139","dummy_gene_10952","dummy_gene_10214"
"Pathway 139","dummy_gene_10952","dummy_gene_14995"
"Pathway 139","dummy_gene_10952","dummy_gene_19701"
"Pathway 139","dummy_gene_10952","dummy_gene_17948"
"Pathway 139","dummy_gene_10952","dummy_gene_15357"
"Pathway 139","dummy_gene_10952","dummy_gene_14254"
"Pathway 139","dummy_gene_10952","dummy_gene_19098"
"Pathway 139","dummy_gene_10952","dummy_gene_16946"
"Pathway 139","dummy_gene_10952","dummy_gene_17482"
"Pathway 139","dummy_gene_10952","dummy_gene_9586"
"Pathway 14","dummy_gene_17376","dummy_gene_5910"
"Pathway 14","dummy_gene_17376","dummy_gene_13754"
"Pathway 14","dummy_gene_17376","dummy_gene_9128"
"Pathway 14","dummy_gene_17376","dummy_gene_8478"
"Pathway 14","dummy_gene_17376","dummy_gene_18769"
"Pathway 14","dummy_gene_17376","dummy_gene_17797"
"Pathway 14","dummy_gene_17376","dummy_gene_8851"
"Pathway 14","dummy_gene_17376","dummy_gene_19119"
"Pathway 14","dummy_gene_17376","dummy_gene_4598"
"Pathway 14","dummy_gene_17376","dummy_gene_17539"
"Pathway 14","dummy_gene_17376","dummy_gene_4631"
"Pathway 14","dummy_gene_17376","dummy_gene_8015"
"Pathway 14","dummy_gene_17376","dummy_gene_11222"
"Pathway 14","dummy_gene_17376","dummy_gene_1961"
"Pathway 14","dummy_gene_17376","dummy_gene_8563"
"Pathway 14","dummy_gene_17376","dummy_gene_9017"
"Pathway 14","dummy_gene_17376","dummy_gene_6290"
"Pathway 14","dummy_gene_17376","dummy_gene_5279"
"Pathway 14","dummy_gene_17376","dummy_gene_17364"
"Pathway 14","dummy_gene_17376","dummy_gene_9788"
"Pathway 14","dummy_gene_17376","dummy_gene_2528"
"Pathway 14","dummy_gene_17376","dummy_gene_6863"
"Pathway 14","dummy_gene_17376","dummy_gene_18593"
"Pathway 140","dummy_gene_8917","dummy_gene_5447"
"Pathway 140","dummy_gene_8917","dummy_gene_16563"
"Pathway 140","dummy_gene_8917","dummy_gene_11472"
"Pathway 140","dummy_gene_8917","dummy_gene_2076"
"Pathway 140","dummy_gene_8917","dummy_gene_9863"
"Pathway 140","dummy_gene_8917","dummy_gene_3548"
"Pathway 140","dummy_gene_8917","dummy_gene_9517"
"Pathway 140","dummy_gene_8917","dummy_gene_5135"
"Pathway 140","dummy_gene_8917","dummy_gene_9140"
"Pathway 140","dummy_gene_8917","dummy_gene_4922"
"Pathway 140","dummy_gene_8917","dummy_gene_2933"
"Pathway 140","dummy_gene_8917","dummy_gene_17444"
"Pathway 140","dummy_gene_8917","dummy_gene_16837"
"Pathway 140","dummy_gene_8917","dummy_gene_662"
"Pathway 140","dummy_gene_8917","dummy_gene_1092"
"Pathway 140","dummy_gene_8917","dummy_gene_2704"
"Pathway 140","dummy_gene_8917","dummy_gene_12928"
"Pathway 140","dummy_gene_8917","dummy_gene_2503"
"Pathway 140","dummy_gene_8917","dummy_gene_4183"
"Pathway 140","dummy_gene_8917","dummy_gene_10408"
"Pathway 140","dummy_gene_8917","dummy_gene_579"
"Pathway 140","dummy_gene_8917","dummy_gene_9642"
"Pathway 140","dummy_gene_8917","dummy_gene_18808"
"Pathway 140","dummy_gene_8917","dummy_gene_19285"
"Pathway 141","dummy_gene_17376","dummy_gene_11705"
"Pathway 141","dummy_gene_17376","dummy_gene_7555"
"Pathway 141","dummy_gene_17376","dummy_gene_4388"
"Pathway 141","dummy_gene_17376","dummy_gene_13845"
"Pathway 141","dummy_gene_17376","dummy_gene_4404"
"Pathway 141","dummy_gene_17376","dummy_gene_3923"
"Pathway 141","dummy_gene_17376","dummy_gene_6721"
"Pathway 141","dummy_gene_17376","dummy_gene_2800"
"Pathway 141","dummy_gene_17376","dummy_gene_13450"
"Pathway 141","dummy_gene_17376","dummy_gene_13614"
"Pathway 141","dummy_gene_17376","dummy_gene_18146"
"Pathway 141","dummy_gene_17376","dummy_gene_8565"
"Pathway 141","dummy_gene_17376","dummy_gene_1090"
"Pathway 141","dummy_gene_17376","dummy_gene_2813"
"Pathway 141","dummy_gene_17376","dummy_gene_12936"
"Pathway 141","dummy_gene_17376","dummy_gene_5879"
"Pathway 141","dummy_gene_17376","dummy_gene_19945"
"Pathway 141","dummy_gene_17376","dummy_gene_13569"
"Pathway 141","dummy_gene_17376","dummy_gene_10599"
"Pathway 141","dummy_gene_17376","dummy_gene_7666"
"Pathway 141","dummy_gene_17376","dummy_gene_16515"
"Pathway 141","dummy_gene_17376","dummy_gene_13656"
"Pathway 141","dummy_gene_17376","dummy_gene_6485"
"Pathway 141","dummy_gene_17376","dummy_gene_17467"
"Pathway 141","dummy_gene_17376","dummy_gene_13937"
"Pathway 141","dummy_gene_17376","dummy_gene_7339"
"Pathway 141","dummy_gene_17376","dummy_gene_18187"
"Pathway 141","dummy_gene_17376","dummy_gene_5885"
"Pathway 141","dummy_gene_17376","dummy_gene_896"
"Pathway 141","dummy_gene_17376","dummy_gene_6625"
"Pathway 141","dummy_gene_17376","dummy_gene_14967"
"Pathway 141","dummy_gene_17376","dummy_gene_3011"
"Pathway 141","dummy_gene_17376","dummy_gene_14552"
"Pathway 141","dummy_gene_17376","dummy_gene_3585"
"Pathway 141","dummy_gene_17376","dummy_gene_14212"
"Pathway 141","dummy_gene_17376","dummy_gene_7288"
"Pathway 141","dummy_gene_17376","dummy_gene_7526"
"Pathway 141","dummy_gene_17376","dummy_gene_9697"
"Pathway 141","dummy_gene_17376","dummy_gene_2197"
"Pathway 141","dummy_gene_17376","dummy_gene_3954"
"Pathway 141","dummy_gene_17376","dummy_gene_18251"
"Pathway 141","dummy_gene_17376","dummy_gene_11940"
"Pathway 141","dummy_gene_17376","dummy_gene_16708"
"Pathway 141","dummy_gene_17376","dummy_gene_10062"
"Pathway 141","dummy_gene_17376","dummy_gene_13640"
"Pathway 141","dummy_gene_17376","dummy_gene_19075"
"Pathway 141","dummy_gene_17376","dummy_gene_10648"
"Pathway 141","dummy_gene_17376","dummy_gene_6562"
"Pathway 141","dummy_gene_17376","dummy_gene_7367"
"Pathway 141","dummy_gene_17376","dummy_gene_1872"
"Pathway 141","dummy_gene_17376","dummy_gene_14735"
"Pathway 141","dummy_gene_17376","dummy_gene_4365"
"Pathway 141","dummy_gene_17376","dummy_gene_11528"
"Pathway 141","dummy_gene_17376","dummy_gene_17128"
"Pathway 141","dummy_gene_17376","dummy_gene_15025"
"Pathway 141","dummy_gene_9957","dummy_gene_11705"
"Pathway 141","dummy_gene_9957","dummy_gene_7555"
"Pathway 141","dummy_gene_9957","dummy_gene_4388"
"Pathway 141","dummy_gene_9957","dummy_gene_13845"
"Pathway 141","dummy_gene_9957","dummy_gene_4404"
"Pathway 141","dummy_gene_9957","dummy_gene_3923"
"Pathway 141","dummy_gene_9957","dummy_gene_6721"
"Pathway 141","dummy_gene_9957","dummy_gene_2800"
"Pathway 141","dummy_gene_9957","dummy_gene_13450"
"Pathway 141","dummy_gene_9957","dummy_gene_13614"
"Pathway 141","dummy_gene_9957","dummy_gene_18146"
"Pathway 141","dummy_gene_9957","dummy_gene_8565"
"Pathway 141","dummy_gene_9957","dummy_gene_1090"
"Pathway 141","dummy_gene_9957","dummy_gene_2813"
"Pathway 141","dummy_gene_9957","dummy_gene_12936"
